id,observed_on_string,observed_on,time_observed_at,time_zone,quality_grade,license,num_identification_agreements,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
20410,"April 10, 2011 14:02",2011-04-10,2011-04-10 21:02:00 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC-ND,5,false,"Sunlight Beach, Washington, United States",48.002468,-122.43399,,,,,,,,false,,,true morels,Morchella,true morels,Fungi,56830
27599,"May 09, 2011 09:25",2011-05-09,2011-05-09 13:25:00 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,1,false,"Worth, Pennsylvania, United States",40.965859,-80.113205,,,,,,,,false,,,true morels,Morchella americana,white morel,Fungi,462132
35766,"October 16, 2011 12:54:51 PM PDT",2011-10-16,2011-10-16 19:54:51 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,5,false,"2169 Charleston Rd, Mountain View, CA  94043-1632, , United States",37.4203681946,-122.0951156616,1414,,,,1414,,,false,,,true morels,Morchella,true morels,Fungi,56830
60806,2011-05-06,2011-05-06,,Eastern Time (US & Canada),needs_id,CC-BY,3,false,Shawnee State Forest,38.7291895,-83.2291862,21533,,,,21533,,,false,,,Morchella,Morchella,true morels,Fungi,56830
60916,2012-03-23,2012-03-23,,Eastern Time (US & Canada),needs_id,CC-BY,4,false,Gallia County,38.86751337,-83.3422851563,,,,,,,,false,,,true morels,Morchella,true morels,Fungi,56830
60917,2012-03-23,2012-03-23,,Eastern Time (US & Canada),needs_id,CC-BY,5,false,Gallia County,38.9620783911,-82.2106933594,,,,,,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
65187,2012-04-13,2012-04-13,,Eastern Time (US & Canada),research,CC-BY,3,false,"Hartville, OH",40.9636685,-81.3312195,3281,,,,3281,,,false,,,white morel,Morchella americana,white morel,Fungi,462132
65380,2009-05-15,2009-05-15,,Pacific Time (US & Canada),needs_id,CC-BY,1,false,"Yosemite National Park, California, USA",37.980401,-119.791609,1876,,,,1876,,,false,,,Morchella,Morchella,true morels,Fungi,56830
67816,2012-04-18,2012-04-18,,Eastern Time (US & Canada),research,CC-BY-NC,1,false,"Economy Borough, PA, USA",40.6384,-80.185109,7406,,,,7406,,,false,,,Morchella diminutiva,Morchella diminutiva,Mes-2,Fungi,127217
70186,2012-04-24,2012-04-24,,Eastern Time (US & Canada),research,CC-BY-NC,2,false,"Warrendale, PA, USA",40.6532076,-80.0794925,1435,,,,1435,,,false,,,white morel,Morchella americana,white morel,Fungi,462132
71866,"April 27, 2012 6:24:50 PM PDT",2012-04-27,2012-04-28 01:24:50 UTC,Pacific Time (US & Canada),research,CC-BY,3,false,"47.63547134399414, -122.33830261230469",47.635471344,-122.3383026123,3228,,,,3228,,,false,,,Landscaping Black Morel,Morchella importuna,Landscaping Black Morel,Fungi,487375
83081,Fri May 25 2012 14:48:06 GMT-0700 (PDT),2012-05-25,2012-05-25 21:48:06 UTC,Pacific Time (US & Canada),needs_id,CC-BY,4,false,"Kootenay Boundary, CA-BC, CA",49.016341,-117.832165,5,,,,5,,,false,,,true morels,Morchella,true morels,Fungi,56830
111154,2006-04-28,2006-04-28,,Eastern Time (US & Canada),research,CC-BY,2,false,"Sand Run Metro Park, OH",41.1282725,-81.5401014,167,,,,167,,,false,,,half-free morel,Morchella punctipes,Half-free Morel,Fungi,133684
111223,2004-05-04,2004-05-04,,Eastern Time (US & Canada),research,CC-BY,2,false,"Ohio, US",41.0540456592,-81.590460788,1285,,,,27847,obscured,,true,,,white morel,Morchella americana,white morel,Fungi,462132
111224,2004-05-04,2004-05-04,,Eastern Time (US & Canada),research,CC-BY,2,false,"Ohio, US",41.0018783688,-81.4734969964,2112,,,,27831,obscured,,true,,,half-free morel,Morchella punctipes,Half-free Morel,Fungi,133684
126733,2012-05-22,2012-05-22,,Pacific Time (US & Canada),needs_id,CC-BY,3,false,"Sunrise Beach Rd. NW, Oly WA, 98502",47.0853219,-123.0000988,1464,,,,1464,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
126746,2011-05-01,2011-05-01,,Pacific Time (US & Canada),needs_id,CC-BY,1,false,"Idaho, US",44.872395475,-116.0860152487,1534,,,,27253,obscured,,true,,,Elata Clade,Distantes,Elata Clade,Fungi,1062676
191583,"April 28, 2011",2011-04-28,,Eastern Time (US & Canada),research,CC-BY-NC,2,false,"Economy Borough, PA, USA",40.6204227296,-80.1690618203,,,,,,,,false,,,half-free morel,Morchella punctipes,Half-free Morel,Fungi,133684
193131,2010-05-10,2010-05-10,,Eastern Time (US & Canada),needs_id,CC-BY-NC,3,false,United States,43.7362384594,-73.2103520774,,,,,27443,obscured,,true,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
202190,2011-04-16,2011-04-16,,Hawaii,research,,2,false,"Milford, Ohio",39.1269641953,-84.2465114594,,,,,,,,false,,,white morel,Morchella americana,white morel,Fungi,462132
224741,Thu Mar 28 2013 19:17:39 GMT-0500 (CDT),2013-03-28,2013-03-29 00:17:39 UTC,Central Time (US & Canada),needs_id,CC-BY-NC,1,false,"new columbia, il ",37.310609,-88.775335,1725,,,,1725,,,false,,,Elata Clade,Distantes,Elata Clade,Fungi,1062676
224743,Thu Mar 28 2013 19:18:14 GMT-0500 (CDT),2013-03-28,2013-03-29 00:18:14 UTC,Central Time (US & Canada),needs_id,CC-BY-NC,3,false,"2–98 Joshua Dr, Metropolis, Illinois, US",37.171821,-88.743946,5,,,,5,,,false,,,morels,Morchella,true morels,Fungi,56830
233830,2013-04-04,2013-04-04,,Pacific Time (US & Canada),needs_id,CC-BY,1,false,"Nicasio, CA",38.0678250163,-122.6813959285,,,,,,,,false,,,true morels,Morchella,true morels,Fungi,56830
236858,Thu Apr 11 2013 10:11:28 GMT-0700 (PDT),2013-04-11,2013-04-11 17:11:28 UTC,Pacific Time (US & Canada),research,CC-BY,2,false,"1920 NE Seavy Ave, Corvallis, Oregon, US",44.59124095,-123.23078075,17,,,,17,,,false,,,Morchella importuna,Morchella importuna,Landscaping Black Morel,Fungi,487375
244988,Fri Apr 19 2013 20:21:24 GMT-0500 (CDT),2013-04-19,2013-04-20 01:21:24 UTC,Central Time (US & Canada),needs_id,CC-BY-NC,5,false,"669–1057 Clark Rd, Olmsted, Illinois, US",37.218192,-89.070367,5,,,,5,,,false,,,Morels,Morchella,true morels,Fungi,56830
248849,Sat Apr 27 2013 14:21:49 GMT-0400 (EDT),2013-04-27,2013-04-27 18:21:49 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,3,false,United States,36.6323446872,-82.6525722074,5,,,,28505,obscured,,true,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
248977,2013-04-29,2013-04-29,,Eastern Time (US & Canada),needs_id,CC-BY-NC,3,false,"Wise County, US-VA, US",37.107778,-82.585556,,,,,,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
254854,2013-05-01,2013-05-01,,Eastern Time (US & Canada),research,CC-BY,2,false,"Mogadore Reservoir, OH",41.060421,-81.355066,2718,,,,2718,,,false,,google,Morchella americana,Morchella americana,white morel,Fungi,462132
255158,2013-05-04,2013-05-04,,Eastern Time (US & Canada),needs_id,CC-BY-NC,2,false,River Styx Park,41.04919167,-81.79686,,,,,,,,false,,,Elata Clade,Distantes,Elata Clade,Fungi,1062676
256234,"May 6, 2013 9:17:42 AM EDT",2013-05-06,2013-05-06 13:17:42 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,3,false,"District of Columbia County, US-DC, US",38.926041,-77.047329,9,,,,9,,,false,gps,gps,true morels,Morchella,true morels,Fungi,56830
257986,2013-05-02,2013-05-02,,Eastern Time (US & Canada),research,CC-BY,1,false,shawnee state forest,38.72919,-83.229186,21533,,,,21533,,,false,,,black morel,Morchella angusticeps,black morel,Fungi,133686
258008,2013-05-02,2013-05-02,,Eastern Time (US & Canada),needs_id,CC-BY,2,false,shawnee state forest,38.72919,-83.229186,21533,,,,21533,,,false,,,morels,Morchella,true morels,Fungi,56830
258687,2013-04-30,2013-04-30,,Eastern Time (US & Canada),research,CC-BY-NC,2,false,"Ecomomy Borough, PA, USA",40.6384,-80.185109,7406,,,,7406,,,false,,,half-free morel,Morchella punctipes,Half-free Morel,Fungi,133684
259995,2013-05-05,2013-05-05,,Eastern Time (US & Canada),research,CC-BY,2,false,"Hartville, OH",40.963669,-81.331219,3281,,,,3281,,,false,,,half-free morel,Morchella punctipes,Half-free Morel,Fungi,133684
260512,Thu May 09 2013 15:26:30 GMT-0500 (CDT),2013-05-09,2013-05-09 20:26:30 UTC,Central Time (US & Canada),needs_id,CC-BY-NC,1,false,"Shawnee National Forest, Goreville, Illinois, US",37.5325,-88.9793333333,,,,,,,,false,,,morels,Morchella americana,white morel,Fungi,462132
260775,Thu May 09 2013 15:25:05 GMT-0500 (CDT),2013-05-09,2013-05-09 20:25:05 UTC,Central Time (US & Canada),research,CC-BY-NC,2,false,"Shawnee National Forest, Goreville, Illinois, US",37.5323333333,-88.9793333333,,,,,,,,false,,,white morel,Morchella americana,white morel,Fungi,462132
261026,2013-05-09,2013-05-09,,Central Time (US & Canada),needs_id,CC-BY-NC,3,false,"Ferne Clyffe State Park, Johnson county, Illinois, U.S.A.",37.529444,-88.982778,2651,,,,2651,,,false,,,true morels,Morchella,true morels,Fungi,56830
261364,Thu May 09 2013 15:25:05 GMT-0500 (CDT),2013-05-09,2013-05-09 20:25:05 UTC,Central Time (US & Canada),needs_id,CC-BY-NC,1,false,"Shawnee National Forest, Goreville, Illinois, US",37.5323333333,-88.9793333333,,,,,,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
265741,2013-05-01,2013-05-01,,UTC,needs_id,,1,false,"Jake's Creek Trail, Great Smoky Mountains National Park, Sevier County, Tennessee, USA",35.649975,-83.581474,26,,,,26,,,false,,,white morel,Morchella americana,white morel,Fungi,462132
265883,2013-05-12,2013-05-12,,Eastern Time (US & Canada),needs_id,CC-BY,3,false,"Wayne County, US-NY, US",43.031976,-77.061646,48,,,,48,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
266141,Mon May 13 2013 14:31:00 GMT-0400 (EDT),2013-05-13,2013-05-13 18:31:00 UTC,Eastern Time (US & Canada),needs_id,CC-BY,2,false,"1291 N Revere Rd, Montrose-Ghent, Ohio, US",41.157665,-81.595449,9090,,,,9090,,,false,,,morels,Morchella,true morels,Fungi,56830
267833,2013-05-14,2013-05-14,,Eastern Time (US & Canada),needs_id,CC-BY-NC,4,false,United States,43.6766014927,-73.2556653191,52,,,,27443,obscured,,true,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
268029,Sun May 12 2013 12:18:45 GMT-0400 (EDT),2013-05-12,2013-05-12 16:18:45 UTC,Eastern Time (US & Canada),research,CC-BY,2,false,"Susquenhanna State Park, Havre de Grace, Maryland, US",39.615006,-76.164328,47,,,,47,,,false,,,white morel,Morchella americana,white morel,Fungi,462132
270975,2003-03-16,2003-03-16,,Central Time (US & Canada),research,CC-BY-NC,1,false,"Manchaca, Texas, United States",30.162141,-97.813371,,,,,,,,false,,,white morel,Morchella americana,white morel,Fungi,462132
275451,2013-05-19,2013-05-19,,Eastern Time (US & Canada),research,CC-BY,3,false,"Wayne County, US-NY, US",43.015631,-77.056818,97,,,,97,,,false,,,white morel,Morchella americana,white morel,Fungi,462132
279632,Sun May 26 2013 14:51:53 GMT-0400 (EDT),2013-05-26,2013-05-26 18:51:53 UTC,Eastern Time (US & Canada),needs_id,,4,false,"101–723 Sugarhouse Rd, South Strafford, Vermont, US",43.794,-72.3733333333,,,,,,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
284728,2013-05-12 12:19:53,2013-05-12,2013-05-12 16:19:53 UTC,Eastern Time (US & Canada),research,CC-BY-NC,1,false,"Susquehanna State Park, MD",39.602346,-76.145868,2890,,,,2890,,,false,,manual,white morel,Morchella americana,white morel,Fungi,462132
298579,2013-06-03,2013-06-03,,Pacific Time (US & Canada),research,CC-BY-NC,1,false,"Yuba Pass, Sierra County, CA",39.610603,-120.482968,,,,,,,,false,,,Morchella snyderi,Morchella snyderi,,Fungi,473933
305759,2013-05-26,2013-05-26,,Eastern Time (US & Canada),needs_id,CC-BY-NC,2,false,"Tuttle Road Woodbury, CT",41.538361,-73.182753,,,,,,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
339336,2012-09-22,2012-09-22,,Mexico City,needs_id,CC-BY-NC,3,false,"Estación Científica La Malinche, Tlaxcala",19.244509,-97.990741,8194,,,,8194,,open,false,,,Morels,Morchella,true morels,Fungi,56830
339995,Sun May 27 2012 09:49:25 GMT-0400 (EDT),2012-05-27,2012-05-27 13:49:25 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,3,false,"4039 Vt Rt 132, Sharon, Vermont, US",43.823535,-72.408805,65,,,,65,,,false,,,Morels,Morchella,true morels,Fungi,56830
357718,2009-04-15,2009-04-15,,Eastern Time (US & Canada),needs_id,CC-BY-NC,2,false,"North Hall Middle School, Gainesville, GA",34.427042,-83.851293,1789,,,,1789,,,false,,"",morels,Morchella,true morels,Fungi,56830
373010,Sat Aug 17 2013 13:13:06 GMT-0700 (PDT),2013-08-17,2013-08-17 20:13:06 UTC,Pacific Time (US & Canada),needs_id,CC0,1,false,"Lassen Volcanic National Park, Shasta County, US-CA, US",40.522843,-121.405784,5,,,,5,,,false,,,morels,Morchella,true morels,Fungi,56830
391502,2007-05-26,2007-05-26,,Hawaii,research,CC-BY-NC,1,false,"Owl's Head, Dorset, Vermont",43.243409,-73.057882,3161,,,,3161,,,false,,,Morel,Morchella esculenta,Yellow Morel,Fungi,58682
400040,2010-05-14,2010-05-14,,Eastern Time (US & Canada),needs_id,CC-BY-NC,3,false,"Elton, Pennsylvania",40.275769,-78.792014,,,,,,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
425586,2013-10-06 10:04:10,2013-10-06,2013-10-06 15:04:10 UTC,Monterrey,research,CC-BY-NC,1,false,"Las Cascadas, Guadalupe, Nuevo León, MX",25.628139,-100.211577,59,,,,29925,,open,false,,,Hongo morilla,Morchella rufobrunnea,Woodchip Morel,Fungi,206090
505827,2008-04-04,2008-04-04,,Central Time (US & Canada),needs_id,,3,false,"Waskom, TX",32.475964,-94.211043,,,,,,,,false,,,morels,Morchella,true morels,Fungi,56830
519856,2013-04-19,2013-04-19,,Central Time (US & Canada),research,CC-BY-NC-ND,1,false,"605 Stoney Creek, Stillwater, Oklahoma",36.12803,-96.912185,192,,,,192,,,false,,,white morel,Morchella americana,white morel,Fungi,462132
527785,2011-10-28 10:13 am,2011-10-28,2011-10-28 15:13:00 UTC,Mexico City,needs_id,CC-BY-NC,6,false,Sierra Chincua,19.677905,-100.292591,100,,,,100,,open,false,,,true morels,Morchella,true morels,Fungi,56830
533127,2013-11-28 1:46 PM,2013-11-28,2013-11-28 19:46:00 UTC,Mexico City,needs_id,CC-BY-NC,6,false,Sierra Chincua,19.679178,-100.292569,62,,,,30545,,open,false,,,morels,Morchella,true morels,Fungi,56830
543949,2012-06-11,2012-06-11,,Eastern Time (US & Canada),needs_id,CC-BY-NC,3,false,"Wabamun Lake Provincial Park, Alberta",53.569014,-114.44694,157,,,,157,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
574741,2014-03-17,2014-03-17,,Central Time (US & Canada),research,CC-BY-NC,2,false,"Bull creek, Austin, TX",30.378424,-97.78167,44,,,,44,,,false,,,Morel,Morchella esculenta,Yellow Morel,Fungi,58682
590006,Fri Mar 28 2014 15:19:29 GMT-0700 (PDT),2014-03-28,2014-03-28 22:19:29 UTC,Pacific Time (US & Canada),research,CC-BY-NC,2,false,"Muir Woods National Monument, Mill Valley, CA, US",37.8987494158,-122.5766589494,5,,,,5,,,false,,"",Mel-10,Morchella importuna,Landscaping Black Morel,Fungi,487375
594047,Fri Mar 28 2014 16:37:30 GMT-0700 (PDT),2014-03-28,2014-03-28 23:37:30 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,1,false,"Muir Woods National Monument, Marin County, US-CA, US",37.8962133333,-122.5756,,,,,,,,false,,,morels,Distantes,Elata Clade,Fungi,1062676
594278,2014-03-28,2014-03-28,,Pacific Time (US & Canada),needs_id,CC-BY-NC,1,false,"Muir Woods National Monument, Marin County, US-CA, US",37.89322,-122.572554,,,,,,,,false,,,Morels,Morchella,true morels,Fungi,56830
609248,Sat Apr 05 2014 20:18:11 GMT-0400 (EDT),2014-04-05,2014-04-06 00:18:11 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,3,false,"Jefferson National Forest, Coeburn, VA, US",36.935151,-82.599125,10,,,,10,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
623814,Sun Apr 13 2014 07:33:34 GMT-0400 (EDT),2014-04-13,2014-04-13 11:33:34 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,2,false,"30277, Sharpsburg, GA, US",33.383302,-84.614527,183,,,,183,,,false,,,Morels,Morchella,true morels,Fungi,56830
629731,4/16/2014,2014-04-16,,Central Time (US & Canada),needs_id,CC-BY,3,false,"Hagarville, Johnson County, Arkansas, USA",35.513658,-93.3266,3,,,,3,,,false,,,Morels,Morchella,true morels,Fungi,56830
633340,2014-04-19 11:59:06 AM CDT,2014-04-19,2014-04-19 16:59:06 UTC,Central Time (US & Canada),needs_id,CC-BY-NC,3,false,"Pope County, US-IL, US",37.50615457,-88.55896538,17,,,,17,,,false,gps,gps,Elata Clade,Distantes,Elata Clade,Fungi,1062676
636848,Mon Apr 21 2014 14:55:38 GMT-0700 (PDT),2014-04-21,2014-04-21 21:55:38 UTC,Pacific Time (US & Canada),research,CC-BY-NC,2,false,"Tahoe National Forest, Nevada City, CA, US",39.319878,-120.745579,500,,,,500,,,false,,,Morchella tridentina,Morchella tridentina,Mel-2,Fungi,500004
641111,Tue Apr 22 2014 19:05:14 GMT-0500 (CDT),2014-04-22,2014-04-23 00:05:14 UTC,Central Time (US & Canada),research,CC-BY-NC,2,false,"Shawnee National Forest, Jonesboro, IL, US",37.458948,-89.339063,15878,,,,15878,,,false,,,white morel,Morchella americana,white morel,Fungi,462132
644584,2014-04-25,2014-04-25,,Eastern Time (US & Canada),needs_id,,2,false,foggy bottom lane hiltons va,36.654545,-82.467094,1740,,,,1740,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
645632,2014-04-24,2014-04-24,,Hawaii,needs_id,CC-BY-NC,2,false,"Kansas City,Mo",39.172659,-94.575806,26371,,,,26371,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
652754,2014-04-29 20:10:29,2014-04-29,2014-04-30 00:10:29 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,1,false,"Appalachian Mountains, Wise, VA",37.035507,-82.610233,13,,,,13,,,false,,,morels,Morchella americana,white morel,Fungi,462132
653424,2014-05-01 12:14:21 PM CDT,2014-05-01,2014-05-01 17:14:21 UTC,Central Time (US & Canada),research,CC-BY-NC,2,false,"Menard County, US-IL, US",39.97100155,-89.83988519,8,,,,8,,,false,gps,gps,half-free morel,Morchella punctipes,Half-free Morel,Fungi,133684
654524,Fri May 02 2014 18:23:56 GMT-0700 (PDT),2014-05-02,2014-05-03 01:23:56 UTC,Pacific Time (US & Canada),needs_id,,3,false,"25426 98th Ave S, Kent, WA, US",47.371089,-122.207509,10,,,,10,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
657691,2014-05-03,2014-05-03,,Pacific Time (US & Canada),needs_id,CC-BY-NC,2,false,"",48.458295,-123.022504,10,,,,10,,,false,,manual,Morels,Morchella,true morels,Fungi,56830
658140,2014-05-03 12:17:25,2014-05-03,2014-05-03 17:17:25 UTC,Central Time (US & Canada),research,CC-BY-NC,2,false,"Boone, Missouri, United States",38.8788663749,-92.2985609375,20,,,,20,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
658996,2014-05-03 16:02:28,2014-05-03,2014-05-03 20:02:28 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,5,false,"Stewart, Pennsylvania, United States",39.90483,-79.462197,,,,,,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
661253,2014-05-02 15:25:11,2014-05-02,2014-05-02 19:25:11 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,3,false,"Allegheny, Pennsylvania, United States",40.309967041,-79.8411254883,,,,,,,,false,,,morels,Morchella,true morels,Fungi,56830
662667,2014-05-02,2014-05-02,,Eastern Time (US & Canada),needs_id,CC-BY-NC,3,false,"Economy Borough, PA, USA",40.656792,-80.184128,188,,,,188,,,false,,,morels,Morchella,true morels,Fungi,56830
665042,2014-05-02 15:25:07,2014-05-02,2014-05-02 19:25:07 UTC,Eastern Time (US & Canada),research,CC-BY,2,false,"Allegheny, Pennsylvania, United States",40.3103747222,-79.840635,,,,,,,,false,,,Morchella diminutiva,Morchella diminutiva,Mes-2,Fungi,127217
670073,2014-05-09 09:57:06,2014-05-09,2014-05-09 13:57:06 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,1,false,United States,40.4016141848,-80.5792743031,200,,,,27939,obscured,,true,,,morels,Morchella americana,white morel,Fungi,462132
672843,2014-05-08,2014-05-08,,Eastern Time (US & Canada),needs_id,CC-BY-NC,1,false,"Bell Acres, PA, USA",40.590067,-80.166448,4409,,,,4409,,,false,,,morels,Morchella americana,white morel,Fungi,462132
681010,2014-05-16 12:14:00 PM EDT,2014-05-16,2014-05-16 16:14:00 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,6,false,"Point Pelee, CA-ON-WB, CA-ON, CA",41.9144985,-82.50915717,8,,,,8,,,false,gps,gps,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
682390,2014-05-17 7:35:29 PM EDT,2014-05-17,2014-05-17 23:35:29 UTC,Eastern Time (US & Canada),needs_id,CC-BY,3,false,"Cuyahoga Valley National Park, Summit County, US-OH, US",41.202071,-81.583129,10,,,,10,,,false,gps,gps,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
689670,Sun May 18 2014 15:12:54 GMT-0400 (EDT),2014-05-18,2014-05-18 19:12:54 UTC,Eastern Time (US & Canada),research,CC-BY,1,false,"982–996 Canyon View Rd, Northfield, OH, US",41.3084116667,-81.5721366667,,,,,,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
705118,2014-05-26,2014-05-26,,Eastern Time (US & Canada),needs_id,CC-BY-NC,4,false,"Beaver Brook, NY, 12764",41.550002,-74.939736,2722,,,,2722,,,false,,,Morels,Morchella,true morels,Fungi,56830
706598,2014-05-26,2014-05-26,,Eastern Time (US & Canada),needs_id,CC-BY-NC-SA,3,false,"elbow lake environmental centre, ontario",44.470781,-76.431183,453,,,,453,,,false,,manual,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
709560,2014-05-24,2014-05-24,,Eastern Time (US & Canada),needs_id,CC-BY-NC,1,false,"Lock 30 Woodlands, Lisbon, OH, USA",40.772004,-80.768134,3871,,,,3871,,,false,,,morels,Morchella americana,white morel,Fungi,462132
710066,Sat May 10 2014 12:25:10 GMT-0700 (PDT),2014-05-10,2014-05-10 19:25:10 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,0,false,"Tahoe National Forest, Foresthill, CA, US",39.1872116667,-120.585305,,,,,,,,false,,,morels,Distantes,Elata Clade,Fungi,1062676
713742,Sat May 31 2014 10:13:08 GMT-0700 (PDT),2014-05-31,2014-05-31 17:13:08 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,2,false,"Yosemite National Park, Groveland, CA, US",37.79465,-119.8669666667,,,,,,,,false,,,Morels,Morchella,true morels,Fungi,56830
717030,2014-05-23 3:04:42 PM EDT,2014-05-23,2014-05-23 19:04:42 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC-ND,2,false,Rousseau Road Royalton,43.7842521667,-72.6111373901,,,,,,,,false,gps,gps,Morels,Morchella,true morels,Fungi,56830
718395,Fri May 30 2014 09:40:31 GMT-0700 (PDT),2014-05-30,2014-05-30 16:40:31 UTC,Pacific Time (US & Canada),research,CC-BY-NC,2,false,"Shasta County, US-CA, US",41.1156721667,-121.775755,,,,,,,,false,,"",Mel-12,Morchella snyderi,,Fungi,473933
732426,2014-04-19,2014-04-19,,Pacific Time (US & Canada),needs_id,CC-BY-NC,3,false,"Crescent Lake, Olympic National park, Washington, US",48.058631,-123.796453,88,,,,88,,,false,,,true morels,Morchella,true morels,Fungi,56830
738286,Sat Jun 14 2014 14:17:06 GMT-0600 (MDT),2014-06-14,2014-06-14 20:17:06 UTC,Mountain Time (US & Canada),needs_id,CC-BY-NC,2,false,Banff National Park,51.148656,-115.563554,5,,,,5,,,false,,,true morels,Morchella,true morels,Fungi,56830
762974,2012-09-05,2012-09-05,,Mexico City,needs_id,CC-BY-NC,4,false,En Senguio RBMM.,19.714839,-100.332384,104,,,,104,,open,false,,,Morels,Morchella,true morels,Fungi,56830
776004,Fri Jul 04 2014 13:11:55 GMT-0700 (PDT),2014-07-04,2014-07-04 20:11:55 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,0,false,"96031, Trinity NTL Forest, CA, US",41.0596778333,-123.0797111667,,,,,,,,false,,,Morels,Morchella,true morels,Fungi,56830
804283,Fri Jun 20 2014 15:12:51 GMT-0800 (AKDT),2014-06-20,2014-06-20 23:12:51 UTC,Alaska,needs_id,CC-BY-NC-ND,1,false,"Denali National Park and Preserve, Healy, AK, US",63.691487,-148.910322,235,,,,235,,,false,,,morels,Distantes,Elata Clade,Fungi,1062676
876129,2013-10-20,2013-10-20,,Mexico City,research,CC-BY-NC,2,false,Monterrey Nuevo León,25.661333,-100.288696,499565,,,,499565,,open,false,,,Hongo morilla,Morchella rufobrunnea,Woodchip Morel,Fungi,206090
894623,2014-09-20,2014-09-20,,Mexico City,needs_id,CC-BY-NC,1,false,Parque Nacional Iztaccíhuatl Popocatepetl,19.284743,-98.690212,1,,,,1,,open,false,,,morels,Morchella rufobrunnea,Woodchip Morel,Fungi,206090
918666,2014-05-12 10:34:06,2014-05-12,2014-05-12 14:34:06 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,1,false,"Washington, Pennsylvania, United States",40.4438783333,-80.5104983333,,,,,,,,false,,,morels,Morchella americana,white morel,Fungi,462132
1048955,2014-10-26,2014-10-26,,Mexico City,needs_id,CC-BY-SA,1,false,Mexico,19.24467,-99.112946,7,,,,30580,,open,false,,,morels,Morchella rufobrunnea,Woodchip Morel,Fungi,206090
1098981,"September 27, 2013 10:57",2013-09-27,2013-09-27 17:57:00 UTC,Pacific Time (US & Canada),needs_id,,0,false,San Mateo ,37.532939,-122.321498,64,,,,64,,,false,,manual,Woodchip Morel,Morchella rufobrunnea,Woodchip Morel,Fungi,206090
1114526,Fri Dec 05 2014 19:19:25 GMT-0800 (PST),2014-12-05,2014-12-06 03:19:25 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,0,false,"223–255 E 1st St, Long Beach, CA, US",33.7680883333,-118.19037,,,,,,,,false,,,Morchella rufobrunnea,Morchella rufobrunnea,Woodchip Morel,Fungi,206090
1165116,2000-01-07 17:23:11,2000-01-07,2000-01-07 23:23:11 UTC,Central Time (US & Canada),needs_id,CC-BY-NC,6,false,"Potrero Redondo, en Santiago,Nuevo León.",25.327893,-100.16198,2896,,,,29970,,open,false,,"",morels,Morchella,true morels,Fungi,56830
